BSCC_CODE	BSCC_NAME
4104401	0939_Retail_AP_Mahbubnagar
4103702	0676_Retail_AP_KAR_MukaramPura
4102801	0008_Retail_AP_HYD_Himyatnagar
4504403	1342_Retail_TN_Nagercoil
1703204	8189_RAJ_Rural_Sojat City
4508202	8081_Rural_TN_Udumalpet
4504101	8087_Rural_TN_Mettur
3500102	0555_Retail_MH_AHM_MauliArcade
3301401	1430_Retail_GUJ_Dahod
4105602	1035_Retail_AP_Ongole
3401205	0495_Retail_MP_IDR_PhootiKothiRd
4206101	8160_Rural_KA_Chitragurda
4508004	8070_Rural_TN_Trichy
3401202	0127_Retail_MP_IDR_MGRd
4200324	0082_Retail_KRN_Bangalore_State Office
4108506	4012_ABF_AP_Vijayawada ( S )
3502601	0479_Retail_MH_JAL_ShreePlaza
3300701	1172_Retail_GUJ_Bharuch
4501012	0356_Retail_TN_CHN_KamarajarSalai_AshokNgr
