CALENDAR_CODE	CALENDAR_NAME	HOLIDAY_DATE	HOLIDAY_DESCRIPTION	HOLIDAY_REASON
B4B9253964274AD9	Chhattisgarh	2014-08-15 00:00:00.000	Independence Day	Independence Day
B4B9253964274AD9	Chhattisgarh	2014-04-18 00:00:00.000	Good Friday	Good Friday
C6745828A6A1499E	Maharashtra	2014-10-03 00:00:00.000	Dasara	Dasara
C6745828A6A1499E	Maharashtra	2014-10-24 00:00:00.000	Diwali (Balipratipada)	Diwali (Balipratipada)
C6745828A6A1499E	Maharashtra	2014-02-19 00:00:00.000	Chatrapati Shivaji Maharaj Jayanti	Chatrapati Shivaji Maharaj Jayanti
C6745828A6A1499E	Maharashtra	2014-10-02 00:00:00.000	Mahatma Gandhi Jayanti	Mahatma Gandhi Jayanti
C6745828A6A1499E	Maharashtra	2014-05-01 00:00:00.000	Maharashtra Din	Maharashtra Din
C6745828A6A1499E	Maharashtra	2014-10-23 00:00:00.000	Diwali Amavasya (Laxmi Pujan)	Diwali Amavasya (Laxmi Pujan)
C6745828A6A1499E	Maharashtra	2014-07-29 00:00:00.000	Ramzan Id (Id Ul Fitar)	Ramzan Id (Id Ul Fitar)
C6745828A6A1499E	Maharashtra	2014-03-31 00:00:00.000	Gudi Padwa	Gudi Padwa
C6745828A6A1499E	Maharashtra	2014-03-17 00:00:00.000	Holi	Holi
C6745828A6A1499E	Maharashtra	2014-08-15 00:00:00.000	Independence Day	Independence Day
C6745828A6A1499E	Maharashtra	2014-12-25 00:00:00.000	Christmas	Christmas
C6745828A6A1499E	Maharashtra	2014-08-29 00:00:00.000	Ganesh Chaturthi/Vinayak Vrata	Ganesh Chaturthi/Vinayak Vrata
C6745828A6A1499E	Maharashtra	2014-11-04 00:00:00.000	Moharum	Moharum
C6745828A6A1499E	Maharashtra	2014-01-14 00:00:00.000	Id-E-Milad	Id-E-Milad
C6745828A6A1499E	Maharashtra	2014-04-08 00:00:00.000	Ram Navmi	Ram Navmi
C6745828A6A1499E	Maharashtra	2014-04-18 00:00:00.000	Good Friday	Good Friday
DB415DEFEB6F4E54	Orissa	2014-11-04 00:00:00.000	Moharum	Moharum
DB415DEFEB6F4E54	Orissa	2014-04-18 00:00:00.000	Good Friday	Good Friday
DB415DEFEB6F4E54	Orissa	2014-07-29 00:00:00.000	Ramzan Id (Id Ul Fitar)	Ramzan Id (Id Ul Fitar)
DB415DEFEB6F4E54	Orissa	2014-10-23 00:00:00.000	Diwali Amavasya (Laxmi Pujan)	Diwali Amavasya (Laxmi Pujan)
DB415DEFEB6F4E54	Orissa	2014-04-08 00:00:00.000	Ram Navmi	Ram Navmi
DB415DEFEB6F4E54	Orissa	2014-12-25 00:00:00.000	Christmas	Christmas
DB415DEFEB6F4E54	Orissa	2014-10-02 00:00:00.000	Mahatma Gandhi Jayanti	Mahatma Gandhi Jayanti
DB415DEFEB6F4E54	Orissa	2014-02-27 00:00:00.000	Mahashivratri	Mahashivratri
DB415DEFEB6F4E54	Orissa	2014-08-30 00:00:00.000	Nuakhai	Nuakhai
DB415DEFEB6F4E54	Orissa	2014-08-15 00:00:00.000	Independence Day	Independence Day
DB415DEFEB6F4E54	Orissa	2014-03-17 00:00:00.000	Holi	Holi
DB415DEFEB6F4E54	Orissa	2014-08-29 00:00:00.000	Ganesh Chaturthi/Vinayak Vrata	Ganesh Chaturthi/Vinayak Vrata
DB415DEFEB6F4E54	Orissa	2014-10-04 00:00:00.000	Vijayadashami	Vijayadashami
DB415DEFEB6F4E54	Orissa	2014-02-04 00:00:00.000	Saraswati Puja	Saraswati Puja
DB415DEFEB6F4E54	Orissa	2014-10-03 00:00:00.000	Dasara	Dasara
DB415DEFEB6F4E54	Orissa	2014-10-01 00:00:00.000	Durga Puja Saptami	Durga Puja Saptami
E079E3C4720A45B2	Punjab	2014-04-08 00:00:00.000	Ram Navmi	Ram Navmi
E079E3C4720A45B2	Punjab	2014-08-18 00:00:00.000	Parsi New Year/Janmashtami	Parsi New Year/Janmashtami
E079E3C4720A45B2	Punjab	2014-03-17 00:00:00.000	Holi	Holi
E079E3C4720A45B2	Punjab	2014-08-15 00:00:00.000	Independence Day	Independence Day
E079E3C4720A45B2	Punjab	2014-07-29 00:00:00.000	Ramzan Id (Id Ul Fitar)	Ramzan Id (Id Ul Fitar)
E079E3C4720A45B2	Punjab	2014-10-02 00:00:00.000	Mahatma Gandhi Jayanti	Mahatma Gandhi Jayanti
E079E3C4720A45B2	Punjab	2014-11-04 00:00:00.000	Moharum	Moharum
E079E3C4720A45B2	Punjab	2014-11-06 00:00:00.000	Guru Nanak Jayanti	Guru Nanak Jayanti
E079E3C4720A45B2	Punjab	2014-10-23 00:00:00.000	Diwali Amavasya (Laxmi Pujan)	Diwali Amavasya (Laxmi Pujan)
E079E3C4720A45B2	Punjab	2014-10-24 00:00:00.000	Diwali (Balipratipada)	Diwali (Balipratipada)
E079E3C4720A45B2	Punjab	2014-02-14 00:00:00.000	Guru Ravidas Birthday	Guru Ravidas Birthday
E079E3C4720A45B2	Punjab	2014-05-14 00:00:00.000	Budhdha Pournima	Budhdha Pournima
E079E3C4720A45B2	Punjab	2014-10-06 00:00:00.000	Bakri Id (Id Ul Zua)	Bakri Id (Id Ul Zua)
E079E3C4720A45B2	Punjab	2014-12-25 00:00:00.000	Christmas	Christmas
E079E3C4720A45B2	Punjab	2014-01-07 00:00:00.000	Guru Gobind Singhs Birthday	Guru Gobind Singhs Birthday
E079E3C4720A45B2	Punjab	2014-10-03 00:00:00.000	Dasara	Dasara
E94C081DF9BB4ED2	Delhi	2014-08-18 00:00:00.000	Parsi New Year/Janmashtami	Parsi New Year/Janmashtami
E94C081DF9BB4ED2	Delhi	2014-07-29 00:00:00.000	Ramzan Id (Id Ul Fitar)	Ramzan Id (Id Ul Fitar)
E94C081DF9BB4ED2	Delhi	2014-04-14 00:00:00.000	Dr. Babasaheb Ambedkar Jayanti	Dr. Babasaheb Ambedkar Jayanti
E94C081DF9BB4ED2	Delhi	2014-11-06 00:00:00.000	Guru Nanak Jayanti	Guru Nanak Jayanti
E94C081DF9BB4ED2	Delhi	2014-10-08 00:00:00.000	Maharishi Valmikis Jayanti	Maharishi Valmikis Jayanti
E94C081DF9BB4ED2	Delhi	2014-04-18 00:00:00.000	Good Friday	Good Friday
E94C081DF9BB4ED2	Delhi	2014-04-08 00:00:00.000	Ram Navmi	Ram Navmi
E94C081DF9BB4ED2	Delhi	2014-10-06 00:00:00.000	Bakri Id (Id Ul Zua)	Bakri Id (Id Ul Zua)
E94C081DF9BB4ED2	Delhi	2014-01-14 00:00:00.000	Id-E-Milad	Id-E-Milad
E94C081DF9BB4ED2	Delhi	2014-03-17 00:00:00.000	Holi	Holi
E94C081DF9BB4ED2	Delhi	2014-10-03 00:00:00.000	Dasara	Dasara
E94C081DF9BB4ED2	Delhi	2014-08-15 00:00:00.000	Independence Day	Independence Day
E94C081DF9BB4ED2	Delhi	2014-10-23 00:00:00.000	Diwali Amavasya (Laxmi Pujan)	Diwali Amavasya (Laxmi Pujan)
E94C081DF9BB4ED2	Delhi	2014-11-04 00:00:00.000	Moharum	Moharum
E94C081DF9BB4ED2	Delhi	2014-12-25 00:00:00.000	Christmas	Christmas
E94C081DF9BB4ED2	Delhi	2014-10-02 00:00:00.000	Mahatma Gandhi Jayanti	Mahatma Gandhi Jayanti
F89024F7BD2649F3	West Bengal	2014-10-24 00:00:00.000	Diwali (Balipratipada)	Diwali (Balipratipada)
F89024F7BD2649F3	West Bengal	2014-10-01 00:00:00.000	Durga Puja Saptami	Durga Puja Saptami
F89024F7BD2649F3	West Bengal	2014-11-04 00:00:00.000	Moharum	Moharum
F89024F7BD2649F3	West Bengal	2014-08-15 00:00:00.000	Independence Day	Independence Day
F89024F7BD2649F3	West Bengal	2014-10-06 00:00:00.000	Bakri Id (Id Ul Zua)	Bakri Id (Id Ul Zua)
F89024F7BD2649F3	West Bengal	2014-04-18 00:00:00.000	Good Friday	Good Friday
F89024F7BD2649F3	West Bengal	2014-05-01 00:00:00.000	Maharashtra Din	Maharashtra Din
F89024F7BD2649F3	West Bengal	2014-09-23 00:00:00.000	Mahalaya	Mahalaya
F89024F7BD2649F3	West Bengal	2014-04-15 00:00:00.000	Vishu	Vishu
F89024F7BD2649F3	West Bengal	2014-01-23 00:00:00.000	Netaji Birthday	Netaji Birthday
F89024F7BD2649F3	West Bengal	2014-07-29 00:00:00.000	Ramzan Id (Id Ul Fitar)	Ramzan Id (Id Ul Fitar)
F89024F7BD2649F3	West Bengal	2014-12-25 00:00:00.000	Christmas	Christmas
F89024F7BD2649F3	West Bengal	2014-10-03 00:00:00.000	Dasara	Dasara
F89024F7BD2649F3	West Bengal	2014-02-04 00:00:00.000	Saraswati Puja	Saraswati Puja
F89024F7BD2649F3	West Bengal	2014-10-02 00:00:00.000	Mahatma Gandhi Jayanti	Mahatma Gandhi Jayanti
F89024F7BD2649F3	West Bengal	2014-10-23 00:00:00.000	Diwali Amavasya (Laxmi Pujan)	Diwali Amavasya (Laxmi Pujan)
